date,open,close,high,low,volume,amount
2022-07-13,1771.76,1785.65,1798.76,1767.43,19854,3893406034.0
2022-07-14,1786.76,1779.76,1803.56,1767.76,20527,4014985518.0
2022-07-15,1771.87,1776.26,1826.44,1771.27,33416,6588730699.0
2022-07-18,1779.12,1778.42,1785.76,1748.76,24221,4701936868.0
2022-07-19,1771.76,1769.86,1778.41,1752.76,21956,4250852886.0
2022-07-20,1785.51,1776.86,1796.76,1771.76,18705,3659970961.0
2022-07-21,1769.86,1765.76,1782.66,1761.27,14061,2735503093.0
2022-07-22,1775.98,1773.76,1788.76,1761.76,25114,4894378605.0
2022-07-25,1776.27,1771.41,1779.06,1757.76,16912,3285451347.0
2022-07-26,1779.75,1776.97,1791.73,1773.78,20685,4041100077.0
2022-07-27,1768.76,1746.36,1774.76,1743.76,21490,4149807166.0
2022-07-28,1747.86,1724.76,1764.76,1719.42,34870,6669448409.0
2022-07-29,1721.86,1725.2,1745.75,1704.86,37032,7028415881.0
2022-08-01,1716.77,1717.06,1734.76,1707.94,21037,3988198590.0
2022-08-02,1706.76,1706.74,1714.74,1684.77,28221,5284516568.0
2022-08-03,1716.75,1711.76,1730.76,1703.76,24598,4642442196.0
2022-08-04,1716.76,1742.77,1749.86,1706.89,30357,5797110733.0
2022-08-05,1754.56,1750.72,1761.76,1731.66,20086,3857406327.0
2022-08-08,1741.91,1738.29,1759.64,1734.27,16799,3220702892.0
2022-08-09,1738.29,1736.76,1745.75,1731.76,13875,2651800008.0
2022-08-10,1736.74,1702.76,1744.76,1691.34,27927,5259452686.0
2022-08-11,1712.76,1733.66,1733.76,1704.77,26061,4940834195.0
2022-08-12,1733.66,1754.76,1756.76,1726.76,20260,3882570566.0
2022-08-15,1747.22,1746.65,1766.26,1742.31,19323,3717178491.0
2022-08-16,1750.7,1744.6,1760.55,1742.76,14836,2854189586.0
2022-08-17,1756.76,1744.76,1756.76,1721.76,18361,3508295541.0
2022-08-18,1734.76,1722.26,1739.84,1707.83,23168,4384060205.0
2022-08-19,1724.76,1721.77,1735.11,1714.76,13544,2572000762.0
2022-08-22,1711.77,1720.74,1733.76,1708.14,15427,2925285473.0
2022-08-23,1725.36,1696.77,1725.36,1693.76,23756,4452538978.0
2022-08-24,1696.75,1680.96,1701.99,1677.76,18728,3486382969.0
2022-08-25,1685.76,1711.76,1714.76,1680.96,21925,4107597895.0
2022-08-26,1726.76,1724.76,1738.76,1712.76,23142,4397161135.0
2022-08-29,1709.76,1705.58,1726.73,1700.76,13570,2555981192.0
2022-08-30,1709.11,1696.76,1711.76,1680.96,18235,3400091358.0
2022-08-31,1686.86,1750.76,1752.32,1686.77,44692,8518225337.0
2022-09-01,1738.91,1707.65,1742.76,1707.65,26845,5088658955.0
2022-09-02,1716.7,1701.76,1719.72,1692.93,19391,3635162804.0
2022-09-05,1689.4,1661.76,1695.76,1646.76,36822,6764549173.0
2022-09-06,1662.12,1671.76,1674.96,1651.76,20830,3832086313.0
2022-09-07,1661.79,1644.77,1664.42,1637.77,28306,5151537330.0
2022-09-08,1646.76,1641.76,1658.76,1641.76,16591,3026766448.0
2022-09-09,1651.76,1671.55,1678.76,1642.76,27090,4991679523.0
2022-09-13,1706.76,1705.76,1715.14,1684.99,28693,5387987148.0
2022-09-14,1690.77,1695.76,1706.76,1689.76,16042,3002693247.0
2022-09-15,1696.76,1706.76,1719.88,1696.72,20810,3917954256.0
2022-09-16,1698.56,1685.76,1712.36,1681.87,24121,4501527357.0
2022-09-19,1681.76,1698.4,1715.35,1679.64,18584,3479680771.0
2022-09-20,1696.74,1704.76,1711.36,1685.31,14116,2645281859.0
2022-09-21,1703.43,1674.76,1709.76,1674.76,20995,3904096421.0
2022-09-22,1666.76,1647.57,1667.78,1643.61,22704,4147900996.0
2022-09-23,1647.57,1661.19,1681.76,1647.57,28288,5191904760.0
2022-09-26,1646.76,1689.76,1714.76,1646.74,35135,6566771227.0
2022-09-27,1695.62,1714.76,1723.76,1677.87,28820,5422668135.0
2022-09-28,1707.26,1709.76,1726.16,1700.77,21446,4042506330.0
2022-09-29,1724.74,1707.11,1728.94,1697.89,21590,4075515187.0
2022-09-30,1725.38,1699.26,1728.75,1692.76,21289,4000917951.0
2022-10-10,1716.76,1612.76,1717.76,1606.96,48584,8865386496.0
2022-10-11,1615.76,1606.75,1632.76,1586.76,32047,5712249507.0
2022-10-12,1600.42,1586.76,1605.76,1534.76,48195,8372252823.0
2022-10-13,1547.22,1526.75,1561.76,1523.76,63969,10919727537.0
2022-10-14,1536.76,1564.37,1581.76,1528.7,46520,8045032623.0
2022-10-17,1552.76,1545.26,1554.75,1524.56,33550,5740146639.0
2022-10-18,1551.76,1532.59,1556.76,1527.76,28083,4800689502.0
2022-10-19,1528.74,1474.76,1528.74,1474.76,60121,9997656284.0
2022-10-20,1447.76,1470.26,1495.19,1437.76,42778,7020555512.0
2022-10-21,1466.76,1450.76,1474.56,1436.76,38907,6317945876.0
2022-10-24,1396.76,1328.04,1415.76,1314.77,132098,20217576174.0
2022-10-25,1306.18,1306.51,1341.76,1298.76,81362,12136909034.0
2022-10-26,1315.56,1290.84,1341.75,1286.76,81781,12120993864.0
2022-10-27,1306.76,1227.76,1314.74,1210.61,107106,15258551283.0
2022-10-28,1217.53,1186.76,1232.76,1185.47,93143,12823821843.0
2022-10-31,1176.76,1176.76,1208.77,1159.76,71847,9758303071.0
2022-11-01,1185.76,1288.77,1296.16,1185.76,118766,16859775304.0
2022-11-02,1286.76,1298.72,1332.76,1262.76,79777,11717204099.0
2022-11-03,1270.33,1266.26,1289.26,1254.86,45160,6509550787.0
2022-11-04,1264.72,1343.33,1354.53,1264.72,80008,11996968945.0
2022-11-07,1320.81,1333.87,1345.24,1313.35,42698,6414049133.0
2022-11-08,1334.76,1311.64,1344.75,1295.72,39325,5842320995.0
2022-11-09,1310.71,1286.66,1315.64,1276.76,36090,5276777530.0
2022-11-10,1270.76,1301.76,1311.76,1261.91,37720,5518325849.0
2022-11-11,1354.76,1354.91,1371.21,1321.74,73947,11252112275.0
2022-11-14,1370.26,1359.76,1390.29,1354.76,57370,8858049581.0
2022-11-15,1358.76,1414.76,1425.73,1347.76,56318,8858377894.0
2022-11-16,1407.76,1412.01,1424.76,1394.76,26848,4250886805.0
2022-11-17,1417.26,1393.76,1423.06,1379.64,30580,4793001162.0
2022-11-18,1402.76,1393.89,1410.76,1382.76,23609,3703793426.0
2022-11-21,1368.11,1346.74,1368.11,1325.29,39096,5917086070.0
2022-11-22,1344.2,1366.71,1386.5,1342.87,29901,4582790131.0
2022-11-23,1354.76,1375.76,1383.76,1347.8,22177,3428793052.0
2022-11-24,1385.76,1346.75,1395.64,1340.74,27687,4241974248.0
2022-11-25,1347.27,1348.77,1358.76,1336.76,18621,2833988373.0
2022-11-28,1311.54,1336.64,1341.76,1277.76,47723,7040991068.0
2022-11-29,1396.32,1425.76,1426.76,1377.76,73420,11587859176.0
2022-11-30,1413.88,1425.76,1430.76,1411.76,31497,5019450678.0
2022-12-01,1486.76,1457.56,1506.76,1457.55,51358,8480772923.0
2022-12-02,1461.76,1460.64,1479.75,1447.96,23884,3910860618.0
2022-12-05,1494.76,1491.66,1505.76,1475.76,36127,6018521304.0
2022-12-06,1481.76,1514.76,1553.66,1478.76,44147,7477917194.0
2022-12-07,1504.57,1510.76,1546.76,1496.79,35526,6012253045.0
2022-12-08,1508.76,1513.78,1521.76,1491.76,19730,3323420877.0
2022-12-09,1518.76,1556.76,1556.76,1508.76,39215,6716944493.0
2022-12-12,1542.62,1565.78,1592.76,1541.76,34755,6063957619.0
2022-12-13,1563.76,1576.76,1587.45,1556.76,21385,3735089152.0
2022-12-14,1569.76,1597.63,1607.56,1569.76,29098,5141262368.0
2022-12-15,1631.76,1613.75,1642.76,1606.76,30634,5497063390.0
2022-12-16,1600.01,1613.63,1617.76,1569.76,33303,5901587128.0
2022-12-19,1625.56,1599.76,1625.56,1586.93,24987,4447236356.0
2022-12-20,1592.09,1541.76,1592.09,1509.21,46198,7944120661.0
2022-12-21,1550.76,1565.76,1565.76,1544.41,22816,3948926227.0
2022-12-22,1583.46,1594.76,1609.76,1571.76,23175,4093861570.0
2022-12-23,1579.16,1597.76,1608.76,1571.76,17319,3063608409.0
2022-12-26,1597.76,1568.82,1597.76,1561.78,21384,3749121030.0
2022-12-27,1586.67,1581.67,1595.82,1574.17,17905,3109270166.0
2022-12-28,1594.55,1581.67,1595.67,1556.68,21438,3699948995.0
2022-12-29,1565.67,1567.67,1575.66,1549.72,22418,3844499655.0
2022-12-30,1584.67,1575.67,1601.66,1575.67,25333,4409544297.0
2023-01-03,1579.87,1578.68,1587.1,1554.68,26034,4487760231.0
2023-01-04,1578.67,1573.68,1587.37,1564.67,20416,3523582306.0
2023-01-05,1585.67,1649.67,1649.67,1581.67,47943,8541587089.0
2023-01-06,1654.79,1652.44,1660.57,1635.67,24904,4480838898.0
2023-01-09,1683.67,1689.87,1698.65,1656.49,30977,5684181147.0
2023-01-10,1687.73,1703.12,1713.17,1679.17,22732,4204783734.0
2023-01-11,1704.67,1693.62,1708.67,1685.51,22720,4201487773.0
2023-01-12,1696.67,1682.67,1704.67,1681.67,17193,3162637136.0
2023-01-13,1692.85,1735.67,1736.67,1688.67,31940,5969876222.0
2023-01-16,1734.67,1761.57,1783.67,1729.67,36848,7059982640.0
2023-01-17,1761.83,1756.67,1771.67,1743.67,21299,4068321409.0
2023-01-18,1762.67,1741.67,1773.97,1738.67,21063,4008665438.0
2023-01-19,1741.17,1728.88,1741.19,1714.67,23439,4401994437.0
2023-01-20,1737.86,1708.68,1746.92,1706.67,25609,4807356071.0
2023-01-30,1757.67,1736.67,1757.67,1728.67,35923,6799756571.0
2023-01-31,1745.17,1694.43,1748.62,1681.74,32991,6128311548.0
2023-02-01,1703.65,1693.64,1707.67,1660.07,33974,6244678925.0
2023-02-02,1697.05,1684.78,1707.67,1674.67,29759,5465509510.0
2023-02-03,1668.67,1666.67,1674.67,1644.35,34945,6324635031.0
2023-02-06,1628.67,1643.67,1643.67,1608.67,42661,7595739044.0
2023-02-07,1656.75,1645.67,1657.47,1636.4,24322,4373671735.0
2023-02-08,1648.68,1632.67,1654.64,1623.67,16676,2980574806.0
2023-02-09,1626.67,1666.67,1678.42,1623.68,29754,5401399088.0
2023-02-10,1658.77,1658.67,1667.16,1649.72,17985,3253859317.0
2023-02-13,1658.67,1705.02,1723.17,1658.67,38147,7058382498.0
2023-02-14,1705.13,1692.46,1706.07,1683.67,19566,3601769574.0
2023-02-15,1692.45,1689.67,1703.97,1684.48,18177,3351422211.0
2023-02-16,1690.01,1710.49,1735.67,1676.67,33246,6196915130.0
2023-02-17,1698.83,1669.45,1721.67,1668.72,26443,4880328952.0
2023-02-20,1669.67,1723.67,1727.47,1665.87,29669,5488800056.0
2023-02-21,1722.67,1715.67,1722.67,1699.67,18751,3491633510.0
2023-02-22,1703.68,1684.67,1712.57,1680.47,21869,4031016045.0
2023-02-23,1688.67,1666.67,1697.47,1653.92,21881,3983991208.0
2023-02-24,1658.78,1636.67,1658.86,1630.85,24635,4415621498.0
2023-02-27,1627.17,1659.08,1663.67,1623.69,22065,3978128676.0
2023-02-28,1667.67,1662.41,1670.68,1631.97,23952,4314877096.0
2023-03-01,1661.67,1687.2,1696.67,1651.9,24458,4475592195.0
2023-03-02,1677.67,1676.67,1687.66,1669.77,13144,2405292304.0
2023-03-03,1688.44,1666.71,1690.28,1651.15,16198,2946842659.0
2023-03-06,1666.85,1655.81,1667.17,1645.44,20646,3730079522.0
2023-03-07,1654.65,1636.97,1665.27,1636.67,22785,4101302456.0
2023-03-08,1628.69,1619.09,1634.61,1609.79,22764,4035787172.0
2023-03-09,1616.67,1618.69,1633.67,1588.67,27612,4881442710.0
2023-03-10,1600.24,1598.67,1629.67,1598.67,21161,3725139075.0
2023-03-13,1599.67,1610.67,1623.67,1597.67,20560,3626476291.0
2023-03-14,1612.45,1614.67,1628.55,1587.17,23705,4177289027.0
2023-03-15,1627.04,1599.59,1633.55,1598.79,19213,3392698490.0
2023-03-16,1588.67,1600.66,1618.67,1587.68,17646,3096791142.0
2023-03-17,1618.67,1590.67,1624.56,1584.67,27023,4744249369.0
2023-03-20,1599.67,1578.27,1603.67,1576.67,20491,3557872017.0
2023-03-21,1583.67,1623.67,1634.52,1572.64,31142,5491052284.0
2023-03-22,1628.67,1622.02,1641.67,1614.22,15330,2727648674.0
2023-03-23,1614.67,1623.53,1639.78,1613.68,17356,3082821551.0
2023-03-24,1617.75,1627.29,1632.27,1614.67,12770,2269649179.0
2023-03-27,1627.27,1616.46,1627.27,1604.67,15296,2700755933.0
2023-03-28,1618.67,1630.47,1638.67,1613.69,17261,3073113077.0
2023-03-29,1647.67,1638.67,1648.67,1633.74,15393,2761909333.0
2023-03-30,1641.67,1648.67,1653.67,1627.67,19257,3453573052.0
2023-03-31,1673.67,1668.67,1696.67,1667.67,27446,5024790356.0
2023-04-03,1673.67,1650.74,1676.44,1648.75,21417,3875811673.0
2023-04-04,1660.67,1663.26,1663.84,1635.67,20066,3614275263.0
2023-04-06,1653.67,1645.63,1664.57,1636.89,14874,2676251956.0
2023-04-07,1643.67,1639.66,1654.68,1637.01,13525,2428160574.0
2023-04-10,1639.55,1620.37,1639.55,1592.67,29418,5171150567.0
2023-04-11,1641.67,1594.17,1641.67,1592.67,29209,5138854627.0
2023-04-12,1595.93,1542.77,1598.67,1541.49,51105,8732657376.0
2023-04-13,1538.67,1571.67,1572.26,1532.68,29543,5049310126.0
2023-04-14,1574.67,1562.09,1581.67,1553.47,21232,3646526766.0
2023-04-17,1588.67,1601.67,1601.67,1576.67,30467,5303401395.0
2023-04-18,1601.67,1606.67,1617.67,1594.69,18314,3220107647.0
2023-04-19,1610.67,1607.67,1614.17,1598.67,14601,2568632845.0
2023-04-20,1608.78,1590.55,1613.67,1577.67,19885,3468366835.0
2023-04-21,1594.67,1574.14,1596.75,1569.95,18518,3210937222.0
2023-04-24,1569.67,1553.67,1570.67,1549.67,20231,3456728718.0
2023-04-25,1554.67,1579.05,1584.65,1550.67,20583,3534989917.0
2023-04-26,1592.67,1592.58,1609.67,1568.67,27892,4861477657.0
2023-04-27,1596.67,1606.59,1618.67,1578.67,25605,4489906864.0
2023-04-28,1611.68,1609.19,1631.44,1602.64,26225,4636084177.0
2023-05-04,1617.67,1598.57,1626.34,1584.67,27466,4818999650.0
2023-05-05,1614.67,1598.67,1614.67,1585.06,20714,3621305973.0
2023-05-08,1616.99,1569.19,1617.67,1565.84,33171,5742915994.0
2023-05-09,1563.67,1570.67,1588.65,1555.74,29378,5057346564.0
2023-05-10,1563.86,1573.67,1584.67,1563.67,20773,3588550877.0
2023-05-11,1579.67,1565.74,1583.67,1563.67,15246,2623835905.0
2023-05-12,1563.67,1555.07,1578.55,1553.68,19460,3335038590.0
2023-05-15,1550.67,1564.97,1565.67,1539.87,25740,4384647977.0
2023-05-16,1562.66,1551.96,1568.66,1545.67,22224,3785811907.0
2023-05-17,1556.67,1549.67,1561.67,1547.68,16777,2858697942.0
2023-05-18,1553.66,1539.67,1554.07,1538.67,19219,3260170684.0
2023-05-19,1519.67,1548.17,1553.0,1504.22,26741,4504022549.0
2023-05-22,1538.68,1594.67,1600.67,1538.67,41284,7165754129.0
2023-05-23,1602.66,1573.22,1602.67,1573.22,16894,2934118394.0
2023-05-24,1581.0,1559.57,1582.22,1558.78,18479,3182416491.0
2023-05-25,1554.66,1549.67,1558.67,1538.67,22466,3814504093.0
2023-05-26,1550.67,1539.23,1553.67,1523.68,18291,3090691546.0
2023-05-29,1545.67,1537.67,1547.02,1526.67,17771,2998147159.0
2023-05-30,1537.67,1516.96,1547.56,1507.23,26453,4424706688.0
2023-05-31,1509.68,1477.57,1514.39,1475.34,36957,6053737281.0
2023-06-01,1466.67,1484.59,1523.66,1466.67,28645,4708722933.0
2023-06-02,1493.67,1519.27,1521.82,1484.78,25058,4163116244.0
2023-06-05,1514.83,1513.67,1531.55,1511.67,16201,2704294313.0
2023-06-06,1518.67,1515.66,1532.67,1500.22,19914,3326778183.0
2023-06-07,1521.66,1499.57,1527.47,1498.67,17890,2971782064.0
2023-06-08,1504.5,1516.67,1523.67,1498.68,14703,2441569677.0
2023-06-09,1520.66,1514.67,1526.64,1514.67,17580,2938014322.0
2023-06-12,1514.69,1544.67,1556.67,1510.19,27029,4562308599.0
2023-06-13,1542.55,1547.67,1553.28,1533.67,14663,2485398902.0
2023-06-14,1567.67,1575.55,1582.91,1554.88,31506,5438040356.0
2023-06-15,1579.01,1603.67,1604.32,1571.67,25223,4395900802.0
2023-06-16,1605.67,1646.36,1648.67,1598.77,37918,6742301361.0
2023-06-19,1638.67,1592.67,1646.62,1586.67,31700,5584248725.0
2023-06-20,1588.67,1592.13,1613.67,1583.67,20947,3659824529.0
2023-06-21,1588.67,1584.5,1605.27,1583.67,17721,3088635934.0
2023-06-26,1568.78,1557.67,1578.67,1543.67,23993,4098619510.0
2023-06-27,1558.66,1559.72,1568.37,1548.76,15174,2598138744.0
2023-06-28,1561.85,1577.05,1582.67,1559.67,18574,3199294221.0
2023-06-29,1579.67,1562.38,1583.66,1561.68,14231,2446524134.0
2023-06-30,1574.58,1565.58,1583.57,1561.06,20459,3472586730.0
2023-07-03,1573.58,1598.68,1599.86,1566.58,19139,3286737792.0
2023-07-04,1598.78,1605.18,1609.02,1592.66,12472,2155553635.0
2023-07-05,1604.58,1589.96,1606.55,1574.58,14745,2523960725.0
2023-07-06,1583.74,1577.56,1607.58,1574.58,15141,2589459002.0
2023-07-07,1575.58,1564.61,1583.57,1564.58,15167,2571458553.0
2023-07-10,1579.58,1575.48,1589.54,1574.58,13477,2298241728.0
2023-07-11,1584.58,1584.58,1589.75,1576.68,12583,2151079270.0
2023-07-12,1587.62,1588.38,1597.58,1585.91,13285,2280785351.0
2023-07-13,1596.57,1612.98,1619.99,1593.59,25807,4479772500.0
2023-07-14,1630.58,1627.58,1633.08,1615.78,18550,3245530255.0
2023-07-17,1625.58,1604.55,1625.58,1601.18,14336,2482069846.0
2023-07-18,1608.16,1597.38,1609.09,1595.58,14738,2544005063.0
2023-07-19,1589.59,1597.58,1602.58,1588.38,12483,2147704435.0
2023-07-20,1602.57,1598.58,1623.56,1596.58,16693,2897176490.0
2023-07-21,1606.46,1645.88,1647.08,1600.58,39377,6931535726.0
2023-07-24,1625.1,1645.73,1645.73,1625.1,19713,3476648177.0
2023-07-25,1674.58,1703.13,1703.46,1674.57,43086,7837450019.0
2023-07-26,1703.13,1703.13,1710.57,1689.66,19611,3580171484.0
2023-07-27,1710.58,1712.61,1729.37,1703.28,20340,3749635290.0
2023-07-28,1706.58,1771.58,1774.58,1702.59,39018,7330314112.0
2023-07-31,1782.58,1755.16,1809.58,1748.58,45379,8615279839.0
2023-08-01,1752.59,1763.58,1781.53,1752.47,19231,3635857283.0
2023-08-02,1757.98,1754.58,1764.58,1741.38,18509,3478674239.0
2023-08-03,1744.58,1753.05,1764.58,1725.08,21543,4031087705.0
2023-08-04,1762.4,1768.05,1781.1,1756.58,24574,4655813751.0
2023-08-07,1755.53,1762.51,1772.58,1745.61,23892,4491893140.0
2023-08-08,1754.61,1764.58,1768.29,1738.66,17736,3333559505.0
2023-08-09,1764.58,1764.86,1779.58,1757.54,18523,3506306394.0
2023-08-10,1756.58,1749.58,1763.58,1736.88,18436,3454219140.0
2023-08-11,1759.58,1708.58,1759.98,1708.46,26786,4959166751.0
2023-08-14,1684.58,1677.58,1699.56,1670.58,23731,4285362053.0
2023-08-15,1683.58,1687.56,1692.58,1675.59,14818,2682125119.0
2023-08-16,1682.16,1694.58,1697.93,1680.58,13184,2396261791.0
2023-08-17,1680.66,1702.63,1708.58,1676.13,17290,3141408018.0
2023-08-18,1706.57,1677.17,1709.57,1677.17,17023,3084761577.0
2023-08-21,1667.58,1665.58,1688.57,1664.65,18912,3405415645.0
2023-08-22,1675.57,1662.58,1677.14,1645.6,26650,4763131152.0
2023-08-23,1671.58,1648.58,1674.58,1644.66,19912,3556178584.0
2023-08-24,1654.2,1690.88,1702.58,1649.58,26055,4703417600.0
2023-08-25,1683.37,1699.56,1712.35,1680.59,18831,3433296756.0
2023-08-28,1773.16,1709.55,1773.16,1706.46,41052,7633221012.0
2023-08-29,1702.58,1725.91,1743.66,1702.58,28950,5371260173.0
2023-08-30,1742.48,1730.58,1742.58,1718.24,19812,3672570260.0
2023-08-31,1734.58,1721.58,1734.58,1715.59,14820,2738445519.0
2023-09-01,1727.41,1725.63,1740.05,1720.61,13145,2438622738.0
2023-09-04,1737.18,1740.58,1754.52,1728.11,23871,4453823216.0
2023-09-05,1742.58,1733.28,1742.58,1731.38,15659,2915625961.0
2023-09-06,1732.58,1735.58,1741.24,1723.59,11121,2067605990.0
2023-09-07,1727.18,1712.58,1731.47,1705.77,16982,3128587116.0
2023-09-08,1709.52,1693.08,1709.52,1689.53,12212,2224338144.0
2023-09-11,1682.58,1696.75,1714.58,1682.58,15926,2902617736.0
2023-09-12,1701.18,1694.54,1701.56,1690.6,12168,2214514112.0
2023-09-13,1704.5,1694.49,1704.5,1674.63,19501,3540583633.0
2023-09-14,1697.11,1693.27,1701.56,1680.58,17505,3180447848.0
2023-09-15,1693.58,1656.57,1694.36,1655.88,28431,5105749077.0
2023-09-18,1650.89,1703.78,1704.08,1647.58,32559,5905121000.0
2023-09-19,1696.78,1701.52,1703.58,1682.58,14990,2727858953.0
2023-09-20,1696.58,1698.58,1704.58,1692.63,12502,2281583949.0
2023-09-21,1692.59,1672.97,1696.58,1672.97,19489,3521486755.0
2023-09-22,1680.21,1723.58,1724.54,1666.99,34390,6287832575.0
2023-09-25,1722.08,1706.96,1722.58,1701.17,13979,2565773541.0
2023-09-26,1702.58,1690.58,1709.46,1687.68,15762,2870852363.0
2023-09-27,1689.58,1688.58,1708.08,1677.38,20880,3791876119.0
2023-09-28,1699.56,1673.13,1699.56,1672.38,20538,3704812960.0
2023-10-09,1671.52,1651.58,1671.52,1639.48,29763,5279950406.0
2023-10-10,1657.47,1644.58,1673.56,1642.58,20284,3615557182.0
2023-10-11,1659.23,1653.08,1659.23,1642.58,21945,3896568648.0
2023-10-12,1672.48,1660.58,1672.81,1651.78,14865,2657095942.0
2023-10-13,1645.46,1625.58,1652.59,1612.77,25028,4387687934.0
